ID,Model,Rater,C3_1,C3_2,C3_3
99,Llama,R8,5,4,3
100,GPT35,R7,0,0,0
100,GPT35,R9,0,0,0
100,GPT35,R8,0,0,0
100,GPT4,R7,5,5,5
100,GPT4,R9,5,5,5
100,GPT4,R8,5,5,5
100,Llama,R7,0,0,0
100,Llama,R9,0,0,0
100,Llama,R8,0,0,0
101,GPT35,R7,5,5,5
101,GPT35,R9,5,5,5
101,GPT35,R8,5,4,4
101,GPT4,R7,0,0,0
101,GPT4,R9,0,0,0
101,GPT4,R8,0,0,0
101,Llama,R7,0,0,0
101,Llama,R9,0,0,0
101,Llama,R8,0,0,0
102,GPT35,R7,5,5,5
102,GPT35,R9,5,5,5
102,GPT35,R8,5,5,5
102,GPT4,R7,5,5,5
102,GPT4,R9,5,5,5
102,GPT4,R8,5,5,5
102,Llama,R7,0,0,0
102,Llama,R9,0,0,0
102,Llama,R8,0,0,0
103,GPT35,R7,0,0,0
103,GPT35,R9,0,0,0
103,GPT35,R8,0,0,0
103,GPT4,R7,0,0,0
103,GPT4,R9,0,0,0
103,GPT4,R8,0,0,0
103,Llama,R7,0,0,0
103,Llama,R9,0,0,0
103,Llama,R8,0,0,0
104,GPT35,R7,0,0,0
104,GPT35,R9,0,0,0
104,GPT35,R8,0,0,0
104,GPT4,R7,0,0,0
104,GPT4,R9,0,0,0
104,GPT4,R8,0,0,0
104,Llama,R7,1,1,1
104,Llama,R9,1,1,1
104,Llama,R8,0,0,0
105,GPT35,R7,0,0,0
105,GPT35,R9,0,0,0
105,GPT35,R8,0,0,0
105,GPT4,R7,2,2,2
105,GPT4,R9,1,1,1
105,GPT4,R8,5,5,5
105,Llama,R7,0,0,0
105,Llama,R9,0,0,0
105,Llama,R8,0,0,0
106,GPT35,R7,5,5,5
106,GPT35,R9,5,5,5
106,GPT35,R8,5,5,5
106,GPT4,R7,0,0,0
106,GPT4,R9,0,0,0
106,GPT4,R8,5,3,3
106,Llama,R7,5,5,5
106,Llama,R9,5,5,5
106,Llama,R8,5,5,5
107,GPT35,R7,5,5,5
107,GPT35,R9,5,5,5
107,GPT35,R8,5,4,3
107,GPT4,R7,5,5,5
107,GPT4,R9,5,5,5
107,GPT4,R8,5,5,5
107,Llama,R7,5,5,5
107,Llama,R9,5,2,2
107,Llama,R8,5,3,2
108,GPT35,R7,0,0,0
108,GPT35,R9,0,0,0
108,GPT35,R8,0,0,0
108,GPT4,R7,0,0,0
108,GPT4,R9,0,0,0
108,GPT4,R8,0,0,0
108,Llama,R7,3,4,4
108,Llama,R9,1,1,1
108,Llama,R8,0,0,0
109,GPT35,R7,0,0,0
109,GPT35,R9,0,0,0
109,GPT35,R8,0,0,0
109,GPT4,R7,5,5,5
109,GPT4,R9,5,5,5
109,GPT4,R8,5,5,5
109,Llama,R7,0,0,0
109,Llama,R9,0,0,0
109,Llama,R8,0,0,0
110,GPT35,R7,0,0,0
110,GPT35,R9,0,0,0
110,GPT35,R8,0,0,0
110,GPT4,R7,4,4,4
110,GPT4,R9,5,5,5
110,GPT4,R8,0,0,0
110,Llama,R7,0,0,0
110,Llama,R9,0,0,0
110,Llama,R8,0,0,0
111,GPT35,R7,0,0,0
111,GPT35,R9,0,0,0
111,GPT35,R8,0,0,0
111,GPT4,R7,5,5,5
111,GPT4,R9,5,5,5
111,GPT4,R8,5,5,5
111,Llama,R7,5,5,5
111,Llama,R9,5,5,5
111,Llama,R8,5,5,5
112,GPT35,R7,0,0,0
112,GPT35,R9,0,0,0
112,GPT35,R8,0,0,0
112,GPT4,R7,0,0,0
112,GPT4,R9,0,0,0
112,GPT4,R8,0,0,0
112,Llama,R7,0,0,0
112,Llama,R9,0,0,0
112,Llama,R8,0,0,0
113,GPT35,R7,3,4,3
113,GPT35,R9,5,5,5
113,GPT35,R8,5,3,2
113,GPT4,R7,5,5,5
113,GPT4,R9,5,5,5
113,GPT4,R8,5,5,5
113,Llama,R7,5,5,5
113,Llama,R9,5,5,5
113,Llama,R8,5,4,3
114,GPT35,R7,0,0,0
114,GPT35,R9,0,0,0
114,GPT35,R8,5,5,5
114,GPT4,R7,0,0,0
114,GPT4,R9,0,0,0
114,GPT4,R8,0,0,0
114,Llama,R7,5,5,5
114,Llama,R9,5,5,5
114,Llama,R8,5,5,5
115,GPT35,R7,5,5,5
115,GPT35,R9,5,5,5
115,GPT35,R8,5,4,4
115,GPT4,R7,5,5,5
115,GPT4,R9,5,5,5
115,GPT4,R8,5,5,5
115,Llama,R7,5,5,5
115,Llama,R9,5,3,2
115,Llama,R8,5,4,2
116,GPT35,R7,5,5,5
116,GPT35,R9,5,5,5
116,GPT35,R8,5,5,5
116,GPT4,R7,5,5,5
116,GPT4,R9,5,5,5
116,GPT4,R8,5,5,5
116,Llama,R7,5,5,5
116,Llama,R9,5,5,5
116,Llama,R8,5,5,5
117,GPT35,R7,5,5,5
117,GPT35,R9,5,5,4
117,GPT35,R8,5,5,5
117,GPT4,R7,5,5,5
117,GPT4,R9,5,5,5
117,GPT4,R8,5,5,5
117,Llama,R7,5,5,5
117,Llama,R9,5,5,5
117,Llama,R8,5,5,5
118,GPT35,R7,5,5,5
118,GPT35,R9,5,5,5
118,GPT35,R8,5,5,5
118,GPT4,R7,5,5,5
118,GPT4,R9,5,5,5
118,GPT4,R8,5,5,5
118,Llama,R7,5,5,5
118,Llama,R9,5,4,2
118,Llama,R8,5,5,5
119,GPT35,R7,0,0,0
119,GPT35,R9,0,0,0
119,GPT35,R8,0,0,0
119,GPT4,R7,5,5,5
119,GPT4,R9,5,5,5
119,GPT4,R8,5,5,5
119,Llama,R7,4,4,3
119,Llama,R9,3,2,2
119,Llama,R8,5,4,2
120,GPT35,R7,0,0,0
120,GPT35,R9,0,0,0
120,GPT35,R8,0,0,0
120,GPT4,R7,0,0,0
120,GPT4,R9,0,0,0
120,GPT4,R8,0,0,0
120,Llama,R7,0,0,0
120,Llama,R9,0,0,0
120,Llama,R8,0,0,0
121,GPT35,R7,0,0,0
121,GPT35,R9,0,0,0
121,GPT35,R8,0,0,0
121,GPT4,R7,0,0,0
121,GPT4,R9,0,0,0
121,GPT4,R8,0,0,0
121,Llama,R7,0,0,0
121,Llama,R9,0,0,0
121,Llama,R8,0,0,0
122,GPT35,R7,0,0,0
122,GPT35,R9,0,0,0
122,GPT35,R8,0,0,0
122,GPT4,R7,0,0,0
122,GPT4,R9,0,0,0
122,GPT4,R8,0,0,0
122,Llama,R7,0,0,0
122,Llama,R9,0,0,0
122,Llama,R8,0,0,0
123,GPT35,R7,5,5,5
123,GPT35,R9,5,5,5
123,GPT35,R8,5,5,5
123,GPT4,R7,5,5,5
123,GPT4,R9,5,5,5
123,GPT4,R8,5,5,5
123,Llama,R7,5,5,5
123,Llama,R9,5,5,5
123,Llama,R8,5,5,5
124,GPT35,R7,0,0,0
124,GPT35,R9,0,0,0
124,GPT35,R8,0,0,0
124,GPT4,R7,0,0,0
124,GPT4,R9,0,0,0
124,GPT4,R8,0,0,0
124,Llama,R7,0,0,0
124,Llama,R9,0,0,0
124,Llama,R8,0,0,0
125,GPT35,R7,0,0,0
125,GPT35,R9,0,0,0
125,GPT35,R8,0,0,0
125,GPT4,R7,5,5,5
125,GPT4,R9,5,5,5
125,GPT4,R8,5,5,5
125,Llama,R7,5,5,5
125,Llama,R9,5,5,5
125,Llama,R8,5,5,5
126,GPT35,R7,2,3,4
126,GPT35,R9,1,3,3
126,GPT35,R8,4,3,3
126,GPT4,R7,0,0,0
126,GPT4,R9,0,0,0
126,GPT4,R8,0,0,0
126,Llama,R7,0,0,0
126,Llama,R9,0,0,0
126,Llama,R8,0,0,0
127,GPT35,R7,2,2,3
127,GPT35,R9,1,1,3
127,GPT35,R8,0,0,0
127,GPT4,R7,5,5,5
127,GPT4,R9,5,5,5
127,GPT4,R8,5,4,3
127,Llama,R7,4,4,4
127,Llama,R9,5,5,5
127,Llama,R8,5,5,5
128,GPT35,R7,3,4,4
128,GPT35,R9,4,4,4
128,GPT35,R8,5,5,5
128,GPT4,R7,4,4,4
128,GPT4,R9,2,3,3
128,GPT4,R8,5,5,5
128,Llama,R7,0,0,0
128,Llama,R9,0,0,0
128,Llama,R8,0,0,0
129,GPT35,R7,0,0,0
129,GPT35,R9,0,0,0
129,GPT35,R8,0,0,0
129,GPT4,R7,0,0,0
129,GPT4,R9,0,0,0
129,GPT4,R8,5,5,5
129,Llama,R7,0,0,0
129,Llama,R9,0,0,0
129,Llama,R8,5,5,5
130,GPT35,R7,0,0,0
130,GPT35,R9,0,0,0
130,GPT35,R8,0,0,0
130,GPT4,R7,0,0,0
130,GPT4,R9,0,0,0
130,GPT4,R8,0,0,0
130,Llama,R7,4,4,3
130,Llama,R9,1,1,1
130,Llama,R8,0,0,0
131,GPT35,R7,0,0,0
131,GPT35,R9,0,0,0
131,GPT35,R8,3,2,1
131,GPT4,R7,0,0,0
131,GPT4,R9,0,0,0
131,GPT4,R8,0,0,0
131,Llama,R7,0,0,0
131,Llama,R9,0,0,0
131,Llama,R8,5,5,3
132,GPT35,R7,0,0,0
132,GPT35,R9,0,0,0
132,GPT35,R8,0,0,0
132,GPT4,R7,4,5,4
132,GPT4,R9,2,3,4
132,GPT4,R8,5,4,3
132,Llama,R7,5,5,4
132,Llama,R9,5,3,4
132,Llama,R8,4,3,2
133,GPT35,R7,0,0,0
133,GPT35,R9,0,0,0
133,GPT35,R8,0,0,0
133,GPT4,R7,5,5,5
133,GPT4,R9,5,4,5
133,GPT4,R8,5,5,4
133,Llama,R7,0,0,0
133,Llama,R9,0,0,0
133,Llama,R8,0,0,0
134,GPT35,R7,0,0,0
134,GPT35,R9,0,0,0
134,GPT35,R8,0,0,0
134,GPT4,R7,0,0,0
134,GPT4,R9,0,0,0
134,GPT4,R8,0,0,0
134,Llama,R7,3,3,3
134,Llama,R9,5,5,5
134,Llama,R8,5,5,5
135,GPT35,R7,2,2,2
135,GPT35,R9,2,3,3
135,GPT35,R8,4,3,2
135,GPT4,R7,3,3,3
135,GPT4,R9,5,5,5
135,GPT4,R8,4,3,2
135,Llama,R7,5,5,5
135,Llama,R9,5,5,5
135,Llama,R8,4,3,2
136,GPT35,R7,3,3,3
136,GPT35,R9,5,4,5
136,GPT35,R8,2,1,1
136,GPT4,R7,3,3,3
136,GPT4,R9,5,4,5
136,GPT4,R8,4,3,2
136,Llama,R7,5,5,5
136,Llama,R9,5,5,5
136,Llama,R8,5,4,3
137,GPT35,R7,4,4,3
137,GPT35,R9,4,4,4
137,GPT35,R8,5,4,3
137,GPT4,R7,3,3,3
137,GPT4,R9,4,4,4
137,GPT4,R8,5,4,3
137,Llama,R7,4,4,3
137,Llama,R9,5,4,4
137,Llama,R8,5,4,3
138,GPT35,R7,3,3,3
138,GPT35,R9,2,3,3
138,GPT35,R8,1,0,0
138,GPT4,R7,3,3,3
138,GPT4,R9,5,5,5
138,GPT4,R8,1,0,0
138,Llama,R7,3,3,3
138,Llama,R9,4,4,4
138,Llama,R8,0,0,0
139,GPT35,R7,4,4,4
139,GPT35,R9,5,5,5
139,GPT35,R8,5,4,4
139,GPT4,R7,2,3,3
139,GPT4,R9,5,4,5
139,GPT4,R8,5,4,4
139,Llama,R7,3,3,4
139,Llama,R9,4,4,5
139,Llama,R8,5,3,2
140,GPT35,R7,2,3,3
140,GPT35,R9,4,3,3
140,GPT35,R8,2,3,3
140,GPT4,R7,0,0,0
140,GPT4,R9,0,0,0
140,GPT4,R8,0,0,0
140,Llama,R7,3,3,3
140,Llama,R9,4,3,3
140,Llama,R8,0,0,0
141,GPT35,R7,5,5,5
141,GPT35,R9,5,5,5
141,GPT35,R8,5,5,5
141,GPT4,R7,5,5,5
141,GPT4,R9,5,5,5
141,GPT4,R8,5,5,5
141,Llama,R7,5,5,3
141,Llama,R9,5,5,5
141,Llama,R8,4,2,1
142,GPT35,R7,0,0,0
142,GPT35,R9,0,0,0
142,GPT35,R8,0,0,0
142,GPT4,R7,5,5,5
142,GPT4,R9,5,3,4
142,GPT4,R8,0,0,0
142,Llama,R7,5,5,3
142,Llama,R9,5,2,2
142,Llama,R8,5,4,3
143,GPT35,R7,0,0,0
143,GPT35,R9,0,0,0
143,GPT35,R8,0,0,0
143,GPT4,R7,5,5,5
143,GPT4,R9,2,2,2
143,GPT4,R8,5,4,3
143,Llama,R7,2,2,3
143,Llama,R9,1,1,1
143,Llama,R8,5,4,4
144,GPT35,R7,0,0,0
144,GPT35,R9,0,0,0
144,GPT35,R8,0,0,0
144,GPT4,R7,0,0,0
144,GPT4,R9,0,0,0
144,GPT4,R8,0,0,0
144,Llama,R7,0,0,0
144,Llama,R9,0,0,0
144,Llama,R8,0,0,0
145,GPT35,R7,0,0,0
145,GPT35,R9,0,0,0
145,GPT35,R8,0,0,0
145,GPT4,R7,0,0,0
145,GPT4,R9,0,0,0
145,GPT4,R8,0,0,0
145,Llama,R7,0,0,0
145,Llama,R9,0,0,0
145,Llama,R8,0,0,0
146,GPT35,R7,0,0,0
146,GPT35,R9,0,0,0
146,GPT35,R8,0,0,0
146,GPT4,R7,2,2,2
146,GPT4,R9,3,4,4
146,GPT4,R8,0,0,0
146,Llama,R7,0,0,0
146,Llama,R9,0,0,0
146,Llama,R8,0,0,0
147,GPT35,R7,0,0,0
147,GPT35,R9,0,0,0
147,GPT35,R8,0,0,0
147,GPT4,R7,0,0,0
147,GPT4,R9,0,0,0
147,GPT4,R8,0,0,0
147,Llama,R7,0,0,0
147,Llama,R9,0,0,0
147,Llama,R8,0,0,0
148,GPT35,R7,0,0,0
148,GPT35,R9,0,0,0
148,GPT35,R8,0,0,0
148,GPT4,R7,0,0,0
148,GPT4,R9,0,0,0
148,GPT4,R8,0,0,0
148,Llama,R7,0,0,0
148,Llama,R9,0,0,0
148,Llama,R8,0,0,0
149,GPT35,R7,1,1,1
149,GPT35,R9,1,1,1
149,GPT35,R8,0,0,0
149,GPT4,R7,0,0,0
149,GPT4,R9,0,0,0
149,GPT4,R8,0,0,0
149,Llama,R7,0,0,0
149,Llama,R9,0,0,0
149,Llama,R8,0,0,0
150,GPT35,R7,0,0,0
150,GPT35,R9,0,0,0
150,GPT35,R8,0,0,0
150,GPT4,R7,0,0,0
150,GPT4,R9,0,0,0
150,GPT4,R8,0,0,0
150,Llama,R7,0,0,0
150,Llama,R9,0,0,0
150,Llama,R8,0,0,0
151,GPT35,R7,0,0,0
151,GPT35,R9,0,0,0
151,GPT35,R8,0,0,0
151,GPT4,R7,2,2,2
151,GPT4,R9,5,5,5
151,GPT4,R8,4,4,4
151,Llama,R7,0,0,0
151,Llama,R9,0,0,0
151,Llama,R8,0,0,0
152,GPT35,R7,5,5,5
152,GPT35,R9,5,5,5
152,GPT35,R8,5,5,5
152,GPT4,R7,5,5,5
152,GPT4,R9,5,5,5
152,GPT4,R8,5,5,5
152,Llama,R7,5,5,5
152,Llama,R9,5,5,5
152,Llama,R8,5,5,5
153,GPT35,R7,4,4,4
153,GPT35,R9,5,5,5
153,GPT35,R8,5,5,5
153,GPT4,R7,0,0,0
153,GPT4,R9,0,0,0
153,GPT4,R8,0,0,0
153,Llama,R7,4,4,4
153,Llama,R9,5,5,5
153,Llama,R8,5,5,5
154,GPT35,R7,5,5,5
154,GPT35,R9,5,5,5
154,GPT35,R8,5,5,5
154,GPT4,R7,5,5,5
154,GPT4,R9,5,5,5
154,GPT4,R8,5,5,4
154,Llama,R7,5,5,5
154,Llama,R9,5,5,5
154,Llama,R8,5,5,5
155,GPT35,R7,5,5,4
155,GPT35,R9,5,5,5
155,GPT35,R8,4,4,4
155,GPT4,R7,5,5,4
155,GPT4,R9,5,3,5
155,GPT4,R8,5,5,4
155,Llama,R7,0,0,0
155,Llama,R9,0,0,0
155,Llama,R8,0,0,0
156,GPT35,R7,4,4,4
156,GPT35,R9,5,5,5
156,GPT35,R8,5,5,5
156,GPT4,R7,0,0,0
156,GPT4,R9,0,0,0
156,GPT4,R8,0,0,0
156,Llama,R7,4,4,4
156,Llama,R9,5,5,5
156,Llama,R8,5,5,5
157,GPT35,R7,0,0,0
157,GPT35,R9,0,0,0
157,GPT35,R8,0,0,0
157,GPT4,R7,0,0,0
157,GPT4,R9,0,0,0
157,GPT4,R8,0,0,0
157,Llama,R7,5,5,5
157,Llama,R9,5,5,5
157,Llama,R8,5,5,5
158,GPT35,R7,5,5,5
158,GPT35,R9,5,5,5
158,GPT35,R8,5,5,5
158,GPT4,R7,5,5,5
158,GPT4,R9,5,5,5
158,GPT4,R8,5,5,5
158,Llama,R7,5,5,5
158,Llama,R9,5,5,5
158,Llama,R8,5,5,5
159,GPT35,R7,5,5,5
159,GPT35,R9,5,5,5
159,GPT35,R8,5,4,3
159,GPT4,R7,5,4,3
159,GPT4,R9,5,2,2
159,GPT4,R8,5,4,3
159,Llama,R7,5,4,3
159,Llama,R9,5,2,2
159,Llama,R8,5,4,3
160,GPT35,R7,4,4,4
160,GPT35,R9,3,4,4
160,GPT35,R8,5,5,4
160,GPT4,R7,4,4,4
160,GPT4,R9,3,4,4
160,GPT4,R8,5,5,4
160,Llama,R7,4,4,4
160,Llama,R9,3,4,4
160,Llama,R8,5,5,4
161,GPT35,R7,3,4,4
161,GPT35,R9,3,2,2
161,GPT35,R8,5,3,2
161,GPT4,R7,4,4,3
161,GPT4,R9,3,2,2
161,GPT4,R8,5,4,3
161,Llama,R7,3,4,4
161,Llama,R9,3,2,2
161,Llama,R8,5,3,4
162,GPT35,R7,3,2,2
162,GPT35,R9,4,5,5
162,GPT35,R8,5,4,3
162,GPT4,R7,2,2,2
162,GPT4,R9,3,5,5
162,GPT4,R8,5,4,3
162,Llama,R7,3,3,3
162,Llama,R9,4,4,2
162,Llama,R8,5,4,3
163,GPT35,R7,5,5,4
163,GPT35,R9,4,3,3
163,GPT35,R8,5,4,3
163,GPT4,R7,3,3,4
163,GPT4,R9,5,5,5
163,GPT4,R8,4,3,2
163,Llama,R7,5,5,4
163,Llama,R9,5,5,5
163,Llama,R8,5,4,4
164,GPT35,R7,0,0,0
164,GPT35,R9,0,0,0
164,GPT35,R8,0,0,0
164,GPT4,R7,5,5,5
164,GPT4,R9,3,4,4
164,GPT4,R8,4,3,2
164,Llama,R7,0,0,0
164,Llama,R9,0,0,0
164,Llama,R8,0,0,0
165,GPT35,R7,5,5,5
165,GPT35,R9,5,5,5
165,GPT35,R8,0,0,0
165,GPT4,R7,2,2,2
165,GPT4,R9,1,1,1
165,GPT4,R8,0,0,0
165,Llama,R7,4,4,4
165,Llama,R9,1,1,1
165,Llama,R8,0,0,0
166,GPT35,R7,0,0,0
166,GPT35,R9,0,0,0
166,GPT35,R8,0,0,0
166,GPT4,R7,0,0,0
166,GPT4,R9,0,0,0
166,GPT4,R8,0,0,0
166,Llama,R7,0,0,0
166,Llama,R9,0,0,0
166,Llama,R8,0,0,0
167,GPT35,R7,0,0,0
167,GPT35,R9,0,0,0
167,GPT35,R8,0,0,0
167,GPT4,R7,5,5,5
167,GPT4,R9,5,5,5
167,GPT4,R8,4,4,3
167,Llama,R7,0,0,0
167,Llama,R9,0,0,0
167,Llama,R8,0,0,0
168,GPT35,R7,0,0,0
168,GPT35,R9,0,0,0
168,GPT35,R8,0,0,0
168,GPT4,R7,3,3,3
168,GPT4,R9,5,5,5
168,GPT4,R8,0,0,0
168,Llama,R7,0,0,0
168,Llama,R9,0,0,0
168,Llama,R8,0,0,0
169,GPT35,R7,3,3,3
169,GPT35,R9,1,1,1
169,GPT35,R8,5,4,3
169,GPT4,R7,5,5,5
169,GPT4,R9,5,5,5
169,GPT4,R8,5,4,3
169,Llama,R7,0,0,0
169,Llama,R9,0,0,0
169,Llama,R8,0,0,0
170,GPT35,R7,0,0,0
170,GPT35,R9,0,0,0
170,GPT35,R8,0,0,0
170,GPT4,R7,3,3,3
170,GPT4,R9,5,5,5
170,GPT4,R8,5,3,2
170,Llama,R7,3,3,3
170,Llama,R9,5,5,5
170,Llama,R8,5,4,3
171,GPT35,R7,4,4,4
171,GPT35,R9,5,5,5
171,GPT35,R8,4,4,4
171,GPT4,R7,5,5,3
171,GPT4,R9,5,3,5
171,GPT4,R8,4,3,2
171,Llama,R7,5,5,5
171,Llama,R9,5,5,3
171,Llama,R8,4,3,2
172,GPT35,R7,0,0,0
172,GPT35,R9,0,0,0
172,GPT35,R8,0,0,0
172,GPT4,R7,3,3,3
172,GPT4,R9,1,1,1
172,GPT4,R8,0,0,0
172,Llama,R7,4,4,4
172,Llama,R9,4,5,5
172,Llama,R8,4,4,4
173,GPT35,R7,3,3,3
173,GPT35,R9,1,1,1
173,GPT35,R8,3,2,2
173,GPT4,R7,4,4,4
173,GPT4,R9,5,4,5
173,GPT4,R8,5,4,3
173,Llama,R7,5,5,5
173,Llama,R9,5,5,5
173,Llama,R8,4,3,2
174,GPT35,R7,5,5,5
174,GPT35,R9,5,5,5
174,GPT35,R8,4,3,3
174,GPT4,R7,5,5,5
174,GPT4,R9,5,5,5
174,GPT4,R8,4,3,3
174,Llama,R7,2,2,4
174,Llama,R9,5,5,5
174,Llama,R8,0,0,0
175,GPT35,R7,0,0,0
175,GPT35,R9,0,0,0
175,GPT35,R8,0,0,0
175,GPT4,R7,5,5,5
175,GPT4,R9,5,5,5
175,GPT4,R8,5,5,5
175,Llama,R7,0,0,0
175,Llama,R9,0,0,0
175,Llama,R8,0,0,0
176,GPT35,R7,5,5,5
176,GPT35,R9,5,5,5
176,GPT35,R8,5,5,5
176,GPT4,R7,5,5,5
176,GPT4,R9,5,5,5
176,GPT4,R8,5,5,5
176,Llama,R7,5,5,4
176,Llama,R9,5,4,2
176,Llama,R8,5,4,3
177,GPT35,R7,5,5,5
177,GPT35,R9,5,5,5
177,GPT35,R8,5,5,5
177,GPT4,R7,5,5,5
177,GPT4,R9,5,5,5
177,GPT4,R8,5,4,3
177,Llama,R7,5,5,5
177,Llama,R9,5,5,5
177,Llama,R8,5,4,2
178,GPT35,R7,3,4,5
178,GPT35,R9,3,5,5
178,GPT35,R8,4,3,2
178,GPT4,R7,3,4,5
178,GPT4,R9,3,5,5
178,GPT4,R8,3,1,1
178,Llama,R7,5,5,5
178,Llama,R9,5,5,5
178,Llama,R8,5,3,2
179,GPT35,R7,0,0,0
179,GPT35,R9,0,0,0
179,GPT35,R8,0,0,0
179,GPT4,R7,5,5,5
179,GPT4,R9,5,5,5
179,GPT4,R8,5,5,5
179,Llama,R7,5,5,5
179,Llama,R9,5,5,5
179,Llama,R8,5,4,3
180,GPT35,R7,5,5,5
180,GPT35,R9,5,5,5
180,GPT35,R8,5,5,5
180,GPT4,R7,5,5,5
180,GPT4,R9,5,5,5
180,GPT4,R8,5,5,5
180,Llama,R7,5,5,5
180,Llama,R9,5,5,5
180,Llama,R8,5,4,3
181,GPT35,R7,3,3,3
181,GPT35,R9,3,4,4
181,GPT35,R8,5,4,2
181,GPT4,R7,4,4,4
181,GPT4,R9,5,5,5
181,GPT4,R8,5,4,2
181,Llama,R7,3,3,3
181,Llama,R9,3,5,5
181,Llama,R8,5,4,3
182,GPT35,R7,5,5,5
182,GPT35,R9,5,5,5
182,GPT35,R8,4,3,1
182,GPT4,R7,4,4,5
182,GPT4,R9,3,5,5
182,GPT4,R8,5,5,5
182,Llama,R7,5,5,5
182,Llama,R9,5,5,5
182,Llama,R8,5,5,5
183,GPT35,R7,5,5,5
183,GPT35,R9,5,5,5
183,GPT35,R8,5,5,5
183,GPT4,R7,5,5,5
183,GPT4,R9,5,5,5
183,GPT4,R8,5,5,5
183,Llama,R7,5,5,5
183,Llama,R9,5,5,5
183,Llama,R8,5,5,5
184,GPT35,R7,5,5,5
184,GPT35,R9,5,5,5
184,GPT35,R8,5,4,4
184,GPT4,R7,5,5,5
184,GPT4,R9,5,5,5
184,GPT4,R8,3,2,2
184,Llama,R7,5,5,5
184,Llama,R9,5,5,5
184,Llama,R8,5,4,3
185,GPT35,R7,5,5,5
185,GPT35,R9,5,5,5
185,GPT35,R8,5,4,4
185,GPT4,R7,5,5,5
185,GPT4,R9,5,5,5
185,GPT4,R8,5,5,5
185,Llama,R7,5,5,5
185,Llama,R9,5,5,5
185,Llama,R8,5,4,4
186,GPT35,R7,5,5,5
186,GPT35,R9,5,5,5
186,GPT35,R8,5,4,3
186,GPT4,R7,5,5,5
186,GPT4,R9,5,5,5
186,GPT4,R8,5,4,4
186,Llama,R7,5,5,5
186,Llama,R9,5,5,5
186,Llama,R8,5,5,5
187,GPT35,R7,4,4,4
187,GPT35,R9,5,4,5
187,GPT35,R8,5,5,5
187,GPT4,R7,5,5,5
187,GPT4,R9,5,5,5
187,GPT4,R8,5,5,5
187,Llama,R7,5,5,5
187,Llama,R9,5,5,5
187,Llama,R8,5,5,5
188,GPT35,R7,4,4,4
188,GPT35,R9,5,4,5
188,GPT35,R8,0,0,0
188,GPT4,R7,5,5,5
188,GPT4,R9,5,5,5
188,GPT4,R8,5,4,4
188,Llama,R7,5,5,5
188,Llama,R9,5,5,5
188,Llama,R8,5,5,5
189,GPT35,R7,5,5,5
189,GPT35,R9,5,5,5
189,GPT35,R8,5,5,5
189,GPT4,R7,0,0,0
189,GPT4,R9,0,0,0
189,GPT4,R8,0,0,0
189,Llama,R7,0,0,0
189,Llama,R9,0,0,0
189,Llama,R8,0,0,0
190,GPT35,R7,0,0,0
190,GPT35,R9,0,0,0
190,GPT35,R8,0,0,0
190,GPT4,R7,0,0,0
190,GPT4,R9,0,0,0
190,GPT4,R8,0,0,0
190,Llama,R7,0,0,0
190,Llama,R9,0,0,0
190,Llama,R8,0,0,0
191,GPT35,R7,0,0,0
191,GPT35,R9,0,0,0
191,GPT35,R8,0,0,0
191,GPT4,R7,0,0,0
191,GPT4,R9,0,0,0
191,GPT4,R8,0,0,0
191,Llama,R7,0,0,0
191,Llama,R9,0,0,0
191,Llama,R8,0,0,0
192,GPT35,R7,5,5,5
192,GPT35,R9,5,5,5
192,GPT35,R8,5,5,5
192,GPT4,R7,4,4,4
192,GPT4,R9,5,5,5
192,GPT4,R8,5,5,5
192,Llama,R7,5,5,5
192,Llama,R9,5,5,5
192,Llama,R8,5,5,5
193,GPT35,R7,0,0,0
193,GPT35,R9,0,0,0
193,GPT35,R8,0,0,0
193,GPT4,R7,4,4,4
193,GPT4,R9,1,1,1
193,GPT4,R8,0,0,0
193,Llama,R7,4,4,4
193,Llama,R9,5,5,5
193,Llama,R8,5,5,5
194,GPT35,R7,5,5,5
194,GPT35,R9,5,5,5
194,GPT35,R8,5,5,5
194,GPT4,R7,5,5,5
194,GPT4,R9,5,5,5
194,GPT4,R8,5,5,5
194,Llama,R7,5,5,5
194,Llama,R9,5,5,5
194,Llama,R8,5,5,5
195,GPT35,R7,5,5,5
195,GPT35,R9,5,5,5
195,GPT35,R8,5,5,5
195,GPT4,R7,5,5,5
195,GPT4,R9,5,5,5
195,GPT4,R8,5,5,5
195,Llama,R7,5,5,5
195,Llama,R9,5,5,5
195,Llama,R8,5,5,5
196,GPT35,R7,3,3,4
196,GPT35,R9,2,2,2
196,GPT35,R8,3,4,3
196,GPT4,R7,5,5,5
196,GPT4,R9,5,5,5
196,GPT4,R8,5,5,5
196,Llama,R7,3,3,4
196,Llama,R9,2,2,2
196,Llama,R8,4,3,4
197,GPT35,R7,4,4,4
197,GPT35,R9,2,4,4
197,GPT35,R8,4,4,3
197,GPT4,R7,3,3,3
197,GPT4,R9,5,5,5
197,GPT4,R8,3,3,2
197,Llama,R7,0,0,0
197,Llama,R9,0,0,0
197,Llama,R8,0,0,0
198,GPT35,R7,5,5,5
198,GPT35,R9,5,5,5
198,GPT35,R8,5,5,5
198,GPT4,R7,0,0,0
198,GPT4,R9,0,0,0
198,GPT4,R8,0,0,0
198,Llama,R7,5,5,5
198,Llama,R9,5,5,5
198,Llama,R8,5,5,5
