ID,Model,Rater,C1_1,C1_2,C1_3,C1_4,C1_5
79,Llama,R1,5,5,5,5,3
79,Llama,R3,5,5,5,5,3
79,Llama,R2,5,5,3,5,3
80,GPT35,R1,5,5,5,5,5
80,GPT35,R3,5,5,5,5,5
80,GPT35,R2,5,5,5,5,5
80,GPT4,R1,5,5,5,5,5
80,GPT4,R3,5,5,5,5,5
80,GPT4,R2,5,5,5,5,5
80,Llama,R1,2,5,5,3,1
80,Llama,R3,2,5,5,5,2
80,Llama,R2,5,5,3,5,3
81,GPT35,R1,5,5,5,5,5
81,GPT35,R3,5,5,5,5,5
81,GPT35,R2,5,5,5,5,5
81,GPT4,R1,5,4,5,5,5
81,GPT4,R3,5,5,5,5,5
81,GPT4,R2,5,4,5,5,5
81,Llama,R1,5,5,5,5,1
81,Llama,R3,5,5,5,5,3
81,Llama,R2,5,5,5,5,5
82,GPT35,R1,5,5,5,5,5
82,GPT35,R3,5,5,5,5,5
82,GPT35,R2,5,5,5,5,5
82,GPT4,R1,5,5,5,5,5
82,GPT4,R3,2,5,2,5,5
82,GPT4,R2,5,5,5,5,5
82,Llama,R1,5,5,5,5,5
82,Llama,R3,5,5,5,5,5
82,Llama,R2,5,5,5,5,5
83,GPT35,R1,5,5,5,5,5
83,GPT35,R3,5,5,5,5,5
83,GPT35,R2,5,5,5,5,5
83,GPT4,R1,5,5,5,5,5
83,GPT4,R3,5,5,5,5,5
83,GPT4,R2,5,5,5,5,5
83,Llama,R1,5,5,5,5,2
83,Llama,R3,5,5,5,5,3
83,Llama,R2,5,5,5,5,5
84,GPT35,R1,5,5,5,5,4
84,GPT35,R3,5,5,5,5,5
84,GPT35,R2,5,5,5,5,5
84,GPT4,R1,5,5,5,5,5
84,GPT4,R3,2,5,5,5,5
84,GPT4,R2,5,5,5,5,5
84,Llama,R1,3,5,5,5,3
84,Llama,R3,5,5,5,5,3
84,Llama,R2,5,5,4,3,5
85,GPT35,R1,5,5,5,5,5
85,GPT35,R3,5,5,5,5,5
85,GPT35,R2,5,5,5,5,5
85,GPT4,R1,5,4,5,5,4
85,GPT4,R3,5,5,5,5,3
85,GPT4,R2,5,3,5,5,5
85,Llama,R1,5,5,5,5,4
85,Llama,R3,5,5,5,5,3
85,Llama,R2,5,5,5,5,5
86,GPT35,R1,5,5,5,5,5
86,GPT35,R3,5,5,5,5,5
86,GPT35,R2,5,5,5,5,5
86,GPT4,R1,5,5,5,5,5
86,GPT4,R3,5,5,5,5,5
86,GPT4,R2,5,5,5,5,5
86,Llama,R1,5,5,5,5,3
86,Llama,R3,5,5,5,5,2
86,Llama,R2,5,5,5,4,4
87,GPT35,R1,5,5,2,5,5
87,GPT35,R3,2,5,5,5,5
87,GPT35,R2,5,5,4,5,5
87,GPT4,R1,5,5,2,4,3
87,GPT4,R3,5,2,5,5,5
87,GPT4,R2,5,5,5,5,3
87,Llama,R1,5,5,2,4,3
87,Llama,R3,5,5,5,5,5
87,Llama,R2,5,5,3,4,3
88,GPT35,R1,5,4,5,5,4
88,GPT35,R3,5,2,5,5,5
88,GPT35,R2,5,3,5,5,4
88,GPT4,R1,5,5,5,5,4
88,GPT4,R3,5,2,5,5,5
88,GPT4,R2,5,5,5,5,4
88,Llama,R1,5,5,5,5,4
88,Llama,R3,5,5,5,5,5
88,Llama,R2,5,5,5,5,4
89,GPT35,R1,5,4,4,5,3
89,GPT35,R3,2,2,5,5,5
89,GPT35,R2,5,3,5,5,4
89,GPT4,R1,5,5,2,3,3
89,GPT4,R3,2,5,2,5,5
89,GPT4,R2,5,5,5,5,3
89,Llama,R1,5,5,5,5,3
89,Llama,R3,3,5,5,5,5
89,Llama,R2,5,5,5,5,4
90,GPT35,R1,5,5,4,5,5
90,GPT35,R3,5,5,5,5,5
90,GPT35,R2,5,5,5,5,5
90,GPT4,R1,5,5,3,5,5
90,GPT4,R3,5,2,2,5,5
90,GPT4,R2,5,3,5,5,5
90,Llama,R1,5,5,5,4,1
90,Llama,R3,5,5,5,5,2
90,Llama,R2,5,5,5,5,4
91,GPT35,R1,5,5,5,5,5
91,GPT35,R3,5,5,5,5,5
91,GPT35,R2,5,5,5,5,5
91,GPT4,R1,5,5,5,5,5
91,GPT4,R3,5,5,5,5,5
91,GPT4,R2,5,5,5,5,5
91,Llama,R1,5,5,5,5,3
91,Llama,R3,5,5,5,5,3
91,Llama,R2,5,5,5,4,4
92,GPT35,R1,5,5,5,5,5
92,GPT35,R3,5,5,5,5,5
92,GPT35,R2,5,5,5,5,5
92,GPT4,R1,5,5,5,5,5
92,GPT4,R3,5,5,5,5,5
92,GPT4,R2,5,5,5,5,5
92,Llama,R1,5,5,5,5,5
92,Llama,R3,5,5,5,5,4
92,Llama,R2,5,5,5,5,5
93,GPT35,R1,5,5,5,5,5
93,GPT35,R3,5,5,5,5,5
93,GPT35,R2,5,5,5,5,5
93,GPT4,R1,5,5,3,5,5
93,GPT4,R3,2,5,5,5,5
93,GPT4,R2,5,5,5,5,5
93,Llama,R1,5,5,5,5,4
93,Llama,R3,5,5,5,5,5
93,Llama,R2,5,5,5,5,5
94,GPT35,R1,5,4,5,5,5
94,GPT35,R3,5,2,5,5,5
94,GPT35,R2,5,3,5,5,5
94,GPT4,R1,5,5,5,5,5
94,GPT4,R3,5,5,5,5,5
94,GPT4,R2,5,5,5,5,5
94,Llama,R1,5,5,5,5,4
94,Llama,R3,5,5,5,5,2
94,Llama,R2,5,3,2,5,5
95,GPT35,R1,5,5,5,5,5
95,GPT35,R3,5,2,5,5,5
95,GPT35,R2,5,5,5,5,5
95,GPT4,R1,5,5,5,5,5
95,GPT4,R3,5,5,5,5,5
95,GPT4,R2,5,3,5,5,5
95,Llama,R1,5,5,4,5,5
95,Llama,R3,5,5,5,5,5
95,Llama,R2,5,3,5,5,5
96,GPT35,R1,5,4,5,5,5
96,GPT35,R3,5,2,5,5,5
96,GPT35,R2,5,3,5,5,5
96,GPT4,R1,5,5,4,5,3
96,GPT4,R3,5,5,5,5,5
96,GPT4,R2,5,5,5,5,4
96,Llama,R1,5,4,3,5,5
96,Llama,R3,5,2,2,5,5
96,Llama,R2,5,5,5,5,5
97,GPT35,R1,5,5,5,5,5
97,GPT35,R3,5,2,5,5,5
97,GPT35,R2,5,3,5,5,5
97,GPT4,R1,5,5,4,5,3
97,GPT4,R3,5,5,5,5,2
97,GPT4,R2,5,5,5,5,3
97,Llama,R1,5,5,5,5,4
97,Llama,R3,5,5,5,5,5
97,Llama,R2,5,5,5,4,4
98,GPT35,R1,5,4,5,5,5
98,GPT35,R3,5,5,5,5,5
98,GPT35,R2,5,3,5,5,4
98,GPT4,R1,5,5,5,5,5
98,GPT4,R3,5,5,5,5,5
98,GPT4,R2,5,5,5,5,5
98,Llama,R1,5,5,5,5,4
98,Llama,R3,5,5,5,5,2
98,Llama,R2,5,5,5,5,5
99,GPT35,R1,5,4,5,5,4
99,GPT35,R3,2,2,5,5,5
99,GPT35,R2,5,3,5,5,5
99,GPT4,R1,5,5,2,5,5
99,GPT4,R3,5,5,2,5,5
99,GPT4,R2,5,5,3,5,5
99,Llama,R1,5,5,5,5,4
99,Llama,R3,5,5,5,5,5
99,Llama,R2,5,5,5,5,4
100,GPT35,R1,5,2,5,5,5
100,GPT35,R3,5,2,5,5,5
100,GPT35,R2,5,5,5,5,4
100,GPT4,R1,5,5,5,5,5
100,GPT4,R3,5,5,5,5,5
100,GPT4,R2,5,5,5,5,4
100,Llama,R1,5,5,5,5,4
100,Llama,R3,5,5,5,5,2
100,Llama,R2,5,5,5,5,4
101,GPT35,R1,5,5,5,5,5
101,GPT35,R3,5,5,5,5,5
101,GPT35,R2,5,5,5,5,5
101,GPT4,R1,5,5,4,5,5
101,GPT4,R3,5,5,2,5,5
101,GPT4,R2,5,5,5,5,5
101,Llama,R1,5,5,5,5,3
101,Llama,R3,5,5,5,5,5
101,Llama,R2,5,5,5,4,4
102,GPT35,R1,5,5,5,5,5
102,GPT35,R3,5,5,5,5,5
102,GPT35,R2,5,5,5,5,5
102,GPT4,R1,5,5,5,5,4
102,GPT4,R3,5,5,5,5,5
102,GPT4,R2,5,5,5,4,4
102,Llama,R1,5,5,5,5,4
102,Llama,R3,2,5,5,5,5
102,Llama,R2,5,5,5,4,4
103,GPT35,R1,5,4,4,5,4
103,GPT35,R3,5,2,5,5,5
103,GPT35,R2,5,3,4,5,5
103,GPT4,R1,5,5,5,5,5
103,GPT4,R3,5,5,5,5,5
103,GPT4,R2,5,3,4,5,4
103,Llama,R1,5,5,4,3,1
103,Llama,R3,5,5,5,5,3
103,Llama,R2,5,3,4,5,5
104,GPT35,R1,5,3,5,5,4
104,GPT35,R3,2,5,5,5,5
104,GPT35,R2,5,5,5,5,5
104,GPT4,R1,5,5,5,5,4
104,GPT4,R3,5,5,5,5,5
104,GPT4,R2,5,3,5,5,5
104,Llama,R1,5,5,5,5,1
104,Llama,R3,5,5,5,5,3
104,Llama,R2,5,5,5,5,4
105,GPT35,R1,5,5,5,5,5
105,GPT35,R3,5,5,5,5,5
105,GPT35,R2,5,5,3,5,5
105,GPT4,R1,5,5,5,5,4
105,GPT4,R3,5,5,5,5,5
105,GPT4,R2,5,5,4,4,5
105,Llama,R1,5,5,5,5,1
105,Llama,R3,2,5,5,5,3
105,Llama,R2,5,5,5,4,4
106,GPT35,R1,5,5,5,5,5
106,GPT35,R3,5,5,5,5,5
106,GPT35,R2,5,5,5,5,5
106,GPT4,R1,5,5,5,5,5
106,GPT4,R3,5,5,5,5,5
106,GPT4,R2,5,5,5,4,4
106,Llama,R1,5,5,5,5,5
106,Llama,R3,5,5,5,5,5
106,Llama,R2,5,5,5,5,5
107,GPT35,R1,5,5,5,5,5
107,GPT35,R3,5,5,5,5,5
107,GPT35,R2,5,5,5,5,5
107,GPT4,R1,5,5,5,5,5
107,GPT4,R3,5,5,5,5,5
107,GPT4,R2,5,5,5,5,5
107,Llama,R1,5,5,5,5,3
107,Llama,R3,5,5,5,5,3
107,Llama,R2,5,5,5,4,4
108,GPT35,R1,5,5,4,5,4
108,GPT35,R3,1,5,2,5,5
108,GPT35,R2,5,5,5,4,5
108,GPT4,R1,2,5,1,5,5
108,GPT4,R3,1,5,5,5,5
108,GPT4,R2,5,5,5,5,5
108,Llama,R1,2,5,1,5,3
108,Llama,R3,1,5,5,5,3
108,Llama,R2,5,5,5,4,4
109,GPT35,R1,5,4,5,5,5
109,GPT35,R3,5,2,5,5,5
109,GPT35,R2,5,3,5,5,5
109,GPT4,R1,5,5,5,5,5
109,GPT4,R3,5,5,5,5,5
109,GPT4,R2,5,5,5,5,5
109,Llama,R1,5,4,5,5,4
109,Llama,R3,5,2,5,5,2
109,Llama,R2,5,3,3,5,3
110,GPT35,R1,5,4,3,5,5
110,GPT35,R3,5,2,5,5,5
110,GPT35,R2,5,5,3,5,5
110,GPT4,R1,3,5,3,5,5
110,GPT4,R3,5,5,5,5,5
110,GPT4,R2,5,5,3,5,5
110,Llama,R1,3,4,2,3,1
110,Llama,R3,5,2,5,5,2
110,Llama,R2,5,3,4,5,5
111,GPT35,R1,5,4,3,5,5
111,GPT35,R3,2,2,2,5,5
111,GPT35,R2,5,4,5,5,5
111,GPT4,R1,5,5,5,5,4
111,GPT4,R3,5,5,5,5,3
111,GPT4,R2,5,5,5,4,4
111,Llama,R1,5,5,5,5,5
111,Llama,R3,5,5,5,5,5
111,Llama,R2,5,5,5,5,5
112,GPT35,R1,5,5,5,5,5
112,GPT35,R3,5,5,2,5,5
112,GPT35,R2,5,5,5,5,5
112,GPT4,R1,5,5,3,5,3
112,GPT4,R3,5,5,5,5,5
112,GPT4,R2,5,5,5,5,5
112,Llama,R1,5,5,3,5,4
112,Llama,R3,2,5,5,5,2
112,Llama,R2,5,5,3,5,5
113,GPT35,R1,5,5,2,5,4
113,GPT35,R3,2,5,5,5,5
113,GPT35,R2,5,5,3,5,5
113,GPT4,R1,5,5,5,5,5
113,GPT4,R3,5,5,5,5,5
113,GPT4,R2,5,5,5,5,5
113,Llama,R1,5,5,5,5,4
113,Llama,R3,5,5,2,5,2
113,Llama,R2,5,5,5,5,5
114,GPT35,R1,5,5,2,5,2
114,GPT35,R3,2,5,5,5,5
114,GPT35,R2,5,5,3,5,5
114,GPT4,R1,5,5,3,5,3
114,GPT4,R3,2,2,5,5,5
114,GPT4,R2,5,5,3,5,4
114,Llama,R1,5,5,4,5,2
114,Llama,R3,5,2,5,5,5
114,Llama,R2,5,5,5,5,5
115,GPT35,R1,5,5,5,5,5
115,GPT35,R3,5,5,5,5,5
115,GPT35,R2,5,5,5,5,5
115,GPT4,R1,5,5,5,5,5
115,GPT4,R3,5,5,5,5,5
115,GPT4,R2,5,5,5,5,5
115,Llama,R1,5,5,5,5,4
115,Llama,R3,5,5,5,5,2
115,Llama,R2,5,5,5,5,5
116,GPT35,R1,5,5,5,5,5
116,GPT35,R3,5,5,5,5,5
116,GPT35,R2,5,5,5,5,5
116,GPT4,R1,5,5,5,5,5
116,GPT4,R3,5,5,5,5,5
116,GPT4,R2,5,5,5,5,5
116,Llama,R1,5,5,5,5,5
116,Llama,R3,5,5,5,5,5
116,Llama,R2,5,5,5,5,5
117,GPT35,R1,5,5,5,5,5
117,GPT35,R3,5,5,2,5,5
117,GPT35,R2,5,5,5,5,5
117,GPT4,R1,5,5,5,5,5
117,GPT4,R3,5,5,5,5,5
117,GPT4,R2,5,5,5,5,5
117,Llama,R1,5,5,5,5,5
117,Llama,R3,5,5,5,5,5
117,Llama,R2,5,5,5,5,5
118,GPT35,R1,5,5,5,5,5
118,GPT35,R3,5,5,5,5,5
118,GPT35,R2,5,5,5,5,5
118,GPT4,R1,5,5,5,5,5
118,GPT4,R3,5,5,5,5,5
118,GPT4,R2,5,5,5,5,5
118,Llama,R1,5,5,5,5,4
118,Llama,R3,5,5,5,5,2
118,Llama,R2,5,5,5,5,5
119,GPT35,R1,5,4,4,5,4
119,GPT35,R3,5,2,5,5,5
119,GPT35,R2,5,3,5,4,4
119,GPT4,R1,5,5,5,5,5
119,GPT4,R3,5,5,5,5,5
119,GPT4,R2,5,5,5,5,5
119,Llama,R1,5,5,5,5,3
119,Llama,R3,5,5,5,5,2
119,Llama,R2,5,5,5,4,4
120,GPT35,R1,5,5,2,5,5
120,GPT35,R3,2,5,5,5,5
120,GPT35,R2,5,5,5,5,5
120,GPT4,R1,5,5,5,5,4
120,GPT4,R3,5,5,5,5,5
120,GPT4,R2,5,5,4,4,4
120,Llama,R1,5,5,2,5,4
120,Llama,R3,2,5,5,5,5
120,Llama,R2,5,5,3,3,3
121,GPT35,R1,2,3,3,5,5
121,GPT35,R3,5,5,5,5,5
121,GPT35,R2,5,3,3,5,5
121,GPT4,R1,2,2,3,5,4
121,GPT4,R3,5,5,5,5,5
121,GPT4,R2,5,5,4,4,5
121,Llama,R1,5,4,5,4,3
121,Llama,R3,5,5,5,5,5
121,Llama,R2,5,5,4,4,4
122,GPT35,R1,5,5,4,5,5
122,GPT35,R3,5,2,5,5,5
122,GPT35,R2,5,5,5,4,4
122,GPT4,R1,5,5,5,5,5
122,GPT4,R3,5,5,2,5,5
122,GPT4,R2,5,5,5,5,5
122,Llama,R1,5,5,4,5,4
122,Llama,R3,2,2,5,5,5
122,Llama,R2,5,5,4,5,5
123,GPT35,R1,5,5,5,5,5
123,GPT35,R3,5,5,5,5,5
123,GPT35,R2,5,5,5,5,5
123,GPT4,R1,5,5,5,5,5
123,GPT4,R3,5,5,5,5,5
123,GPT4,R2,5,5,5,5,5
123,Llama,R1,5,5,5,5,5
123,Llama,R3,5,5,5,5,5
123,Llama,R2,5,5,5,5,5
124,GPT35,R1,5,5,5,5,5
124,GPT35,R3,5,5,5,5,5
124,GPT35,R2,5,5,5,5,5
124,GPT4,R1,5,5,5,5,4
124,GPT4,R3,5,5,5,5,3
124,GPT4,R2,5,5,5,4,4
124,Llama,R1,5,5,5,5,5
124,Llama,R3,5,5,5,5,5
124,Llama,R2,5,5,5,5,5
125,GPT35,R1,5,5,2,5,5
125,GPT35,R3,5,2,2,5,5
125,GPT35,R2,5,5,5,5,5
125,GPT4,R1,5,5,5,5,5
125,GPT4,R3,5,2,5,5,5
125,GPT4,R2,5,3,5,5,5
125,Llama,R1,5,5,5,5,5
125,Llama,R3,5,2,2,5,5
125,Llama,R2,5,5,5,5,5
126,GPT35,R1,1,5,1,3,5
126,GPT35,R3,2,5,5,5,5
126,GPT35,R2,5,5,5,5,5
126,GPT4,R1,4,5,5,5,4
126,GPT4,R3,5,5,5,5,5
126,GPT4,R2,5,5,5,4,5
126,Llama,R1,3,5,3,5,4
126,Llama,R3,2,5,5,5,5
126,Llama,R2,5,5,5,4,4
127,GPT35,R1,5,5,4,5,5
127,GPT35,R3,2,5,5,5,5
127,GPT35,R2,5,5,3,5,5
127,GPT4,R1,5,5,5,5,5
127,GPT4,R3,5,5,5,5,5
127,GPT4,R2,5,5,5,5,5
127,Llama,R1,5,5,5,5,4
127,Llama,R3,2,5,5,5,5
127,Llama,R2,5,5,4,4,4
128,GPT35,R1,5,5,4,5,5
128,GPT35,R3,2,5,5,5,5
128,GPT35,R2,5,3,5,5,5
128,GPT4,R1,5,5,4,5,5
128,GPT4,R3,2,5,5,5,5
128,GPT4,R2,5,5,3,5,5
128,Llama,R1,5,5,4,5,2
128,Llama,R3,5,5,5,5,5
128,Llama,R2,5,3,5,5,5
129,GPT35,R1,5,5,5,5,5
129,GPT35,R3,5,2,5,5,5
129,GPT35,R2,5,3,5,5,5
129,GPT4,R1,5,5,5,5,3
129,GPT4,R3,5,5,5,5,5
129,GPT4,R2,5,3,5,5,5
129,Llama,R1,5,5,5,5,2
129,Llama,R3,5,5,5,5,3
129,Llama,R2,5,5,5,5,4
130,GPT35,R1,5,4,5,5,5
130,GPT35,R3,5,2,5,5,5
130,GPT35,R2,5,3,5,5,5
130,GPT4,R1,5,4,5,5,5
130,GPT4,R3,5,2,5,5,5
130,GPT4,R2,5,3,5,5,5
130,Llama,R1,5,5,5,5,1
130,Llama,R3,5,5,5,5,3
130,Llama,R2,5,5,5,4,4
131,GPT35,R1,5,5,5,5,5
131,GPT35,R3,2,5,5,5,5
131,GPT35,R2,5,5,5,5,5
131,GPT4,R1,5,4,5,5,5
131,GPT4,R3,5,2,5,5,5
131,GPT4,R2,5,3,5,5,5
131,Llama,R1,5,5,5,5,4
131,Llama,R3,5,5,5,5,5
131,Llama,R2,5,5,5,5,5
132,GPT35,R1,5,4,5,5,5
132,GPT35,R3,5,2,5,5,5
132,GPT35,R2,5,3,5,5,5
132,GPT4,R1,5,5,5,5,5
132,GPT4,R3,5,5,5,5,5
132,GPT4,R2,5,3,3,5,5
132,Llama,R1,5,5,5,5,4
132,Llama,R3,5,5,5,5,2
132,Llama,R2,5,5,5,4,4
133,GPT35,R1,5,5,3,5,4
133,GPT35,R3,5,5,5,5,5
133,GPT35,R2,5,5,4,5,5
133,GPT4,R1,5,4,5,5,3
133,GPT4,R3,5,5,5,5,4
133,GPT4,R2,5,5,3,4,4
133,Llama,R1,5,2,5,5,3
133,Llama,R3,5,5,5,5,4
133,Llama,R2,5,5,3,5,3
134,GPT35,R1,5,5,3,5,5
134,GPT35,R3,5,5,2,5,5
134,GPT35,R2,5,5,5,5,5
134,GPT4,R1,5,5,4,5,5
134,GPT4,R3,5,5,5,5,5
134,GPT4,R2,5,5,5,4,4
134,Llama,R1,5,5,5,5,5
134,Llama,R3,5,5,5,5,5
134,Llama,R2,5,5,5,4,4
135,GPT35,R1,5,5,4,5,5
135,GPT35,R3,5,5,5,5,5
135,GPT35,R2,5,5,5,5,5
135,GPT4,R1,5,5,5,5,5
135,GPT4,R3,5,5,5,5,5
135,GPT4,R2,5,3,5,5,5
135,Llama,R1,5,5,5,5,4
135,Llama,R3,1,5,5,5,5
135,Llama,R2,5,3,5,5,5
136,GPT35,R1,5,5,5,5,5
136,GPT35,R3,5,5,5,5,5
136,GPT35,R2,5,5,4,5,5
136,GPT4,R1,5,5,5,3,2
136,GPT4,R3,5,5,5,5,3
136,GPT4,R2,5,5,5,5,3
136,Llama,R1,5,5,5,3,2
136,Llama,R3,5,5,5,5,5
136,Llama,R2,5,5,5,5,3
137,GPT35,R1,5,5,5,5,5
137,GPT35,R3,5,5,5,5,5
137,GPT35,R2,5,5,4,5,5
137,GPT4,R1,5,5,5,5,2
137,GPT4,R3,5,5,5,5,3
137,GPT4,R2,5,2,3,5,3
137,Llama,R1,5,5,5,5,2
137,Llama,R3,5,5,5,5,3
137,Llama,R2,5,5,5,4,3
138,GPT35,R1,5,5,5,5,5
138,GPT35,R3,5,5,5,5,5
138,GPT35,R2,5,3,4,5,5
138,GPT4,R1,5,5,5,5,5
138,GPT4,R3,5,5,5,5,5
138,GPT4,R2,5,5,4,5,4
138,Llama,R1,5,5,5,5,3
138,Llama,R3,5,5,5,5,2
138,Llama,R2,5,5,4,5,5
139,GPT35,R1,5,5,5,5,5
139,GPT35,R3,5,5,5,5,5
139,GPT35,R2,5,5,4,5,5
139,GPT4,R1,5,5,5,5,5
139,GPT4,R3,5,5,2,5,5
139,GPT4,R2,5,5,5,4,5
139,Llama,R1,5,5,4,5,5
139,Llama,R3,5,5,5,5,3
139,Llama,R2,5,5,5,4,4
140,GPT35,R1,4,5,5,5,5
140,GPT35,R3,2,2,5,5,5
140,GPT35,R2,5,3,5,5,5
140,GPT4,R1,5,5,5,5,2
140,GPT4,R3,5,5,5,5,5
140,GPT4,R2,5,3,5,5,5
140,Llama,R1,5,5,5,5,4
140,Llama,R3,5,2,5,5,3
140,Llama,R2,5,3,3,4,4
141,GPT35,R1,5,5,5,5,5
141,GPT35,R3,5,5,5,5,5
141,GPT35,R2,5,5,5,4,4
141,GPT4,R1,5,5,5,5,4
141,GPT4,R3,5,5,5,5,5
141,GPT4,R2,5,2,5,5,5
141,Llama,R1,5,5,5,5,4
141,Llama,R3,5,5,5,5,5
141,Llama,R2,5,5,3,4,5
142,GPT35,R1,5,5,2,5,5
142,GPT35,R3,2,5,5,5,5
142,GPT35,R2,5,5,5,4,4
142,GPT4,R1,5,5,5,5,2
142,GPT4,R3,5,5,5,5,3
142,GPT4,R2,5,5,5,5,5
142,Llama,R1,5,5,5,5,5
142,Llama,R3,5,5,5,5,5
142,Llama,R2,5,5,5,5,5
143,GPT35,R1,5,5,5,5,5
143,GPT35,R3,5,5,5,5,5
143,GPT35,R2,5,5,5,3,3
143,GPT4,R1,5,5,5,5,4
143,GPT4,R3,5,5,5,5,5
143,GPT4,R2,5,5,5,3,3
143,Llama,R1,5,5,5,5,3
143,Llama,R3,5,5,5,5,2
143,Llama,R2,5,5,5,4,4
144,GPT35,R1,4,5,5,5,5
144,GPT35,R3,5,5,5,5,5
144,GPT35,R2,5,3,5,5,5
144,GPT4,R1,5,5,5,5,4
144,GPT4,R3,5,5,5,5,3
144,GPT4,R2,5,5,4,4,4
144,Llama,R1,5,5,5,5,4
144,Llama,R3,5,5,5,5,5
144,Llama,R2,5,5,4,4,4
145,GPT35,R1,5,5,5,5,5
145,GPT35,R3,5,5,5,3,5
145,GPT35,R2,5,5,5,3,5
145,GPT4,R1,5,5,5,5,2
145,GPT4,R3,5,5,5,5,5
145,GPT4,R2,5,5,5,4,4
145,Llama,R1,5,5,5,5,5
145,Llama,R3,5,5,5,5,2
145,Llama,R2,5,5,5,4,4
146,GPT35,R1,5,5,5,5,5
146,GPT35,R3,5,5,5,5,5
146,GPT35,R2,5,5,5,3,5
146,GPT4,R1,5,5,5,5,4
146,GPT4,R3,5,5,5,5,3
146,GPT4,R2,5,5,5,4,4
146,Llama,R1,5,5,5,5,5
146,Llama,R3,5,5,5,5,5
146,Llama,R2,5,5,5,3,5
147,GPT35,R1,5,5,5,5,5
147,GPT35,R3,5,5,5,5,5
147,GPT35,R2,5,5,5,5,5
147,GPT4,R1,5,5,5,5,4
147,GPT4,R3,5,5,5,5,5
147,GPT4,R2,5,5,3,3,5
147,Llama,R1,5,5,5,5,4
147,Llama,R3,5,5,5,5,5
147,Llama,R2,5,5,5,3,5
148,GPT35,R1,5,5,5,5,5
148,GPT35,R3,5,5,5,5,5
148,GPT35,R2,5,5,5,5,5
148,GPT4,R1,5,5,5,5,5
148,GPT4,R3,5,5,5,5,5
148,GPT4,R2,5,5,5,3,5
148,Llama,R1,5,5,5,5,5
148,Llama,R3,5,5,5,5,5
148,Llama,R2,5,5,3,5,5
149,GPT35,R1,5,4,2,5,5
149,GPT35,R3,5,2,5,5,5
149,GPT35,R2,5,3,3,3,5
149,GPT4,R1,5,4,3,5,4
149,GPT4,R3,5,5,5,5,5
149,GPT4,R2,5,3,1,1,5
149,Llama,R1,5,4,3,5,1
149,Llama,R3,5,5,5,5,2
149,Llama,R2,5,3,3,5,5
150,GPT35,R1,5,5,5,5,5
150,GPT35,R3,5,5,2,5,5
150,GPT35,R2,5,5,3,5,5
150,GPT4,R1,5,5,5,5,5
150,GPT4,R3,5,5,5,5,5
150,GPT4,R2,5,5,5,5,5
150,Llama,R1,5,4,5,5,5
150,Llama,R3,5,5,5,5,5
150,Llama,R2,5,5,3,4,4
151,GPT35,R1,5,5,5,5,5
151,GPT35,R3,5,5,5,5,5
151,GPT35,R2,5,5,5,5,5
151,GPT4,R1,5,5,5,5,5
151,GPT4,R3,5,5,5,5,5
151,GPT4,R2,5,5,5,5,5
151,Llama,R1,5,5,5,5,5
151,Llama,R3,5,5,5,5,3
151,Llama,R2,5,5,5,5,5
152,GPT35,R1,5,5,5,5,5
152,GPT35,R3,5,5,5,5,5
152,GPT35,R2,5,5,5,5,5
152,GPT4,R1,5,5,5,5,5
152,GPT4,R3,5,5,5,5,5
152,GPT4,R2,5,5,5,5,5
152,Llama,R1,5,5,5,5,5
152,Llama,R3,5,5,5,5,5
152,Llama,R2,5,5,5,5,5
153,GPT35,R1,5,5,5,5,5
153,GPT35,R3,5,5,5,5,5
153,GPT35,R2,5,5,5,5,5
153,GPT4,R1,5,5,5,5,3
153,GPT4,R3,5,5,5,5,5
153,GPT4,R2,5,5,5,4,4
153,Llama,R1,5,5,5,5,5
153,Llama,R3,5,5,5,5,3
153,Llama,R2,5,5,5,5,5
154,GPT35,R1,5,5,5,5,5
154,GPT35,R3,5,5,5,5,5
154,GPT35,R2,5,5,5,5,5
154,GPT4,R1,5,5,5,5,3
154,GPT4,R3,5,5,5,5,2
154,GPT4,R2,5,5,5,4,4
154,Llama,R1,5,5,5,5,3
154,Llama,R3,5,5,5,5,2
154,Llama,R2,5,5,3,5,5
155,GPT35,R1,5,5,5,5,5
155,GPT35,R3,5,5,5,5,5
155,GPT35,R2,5,5,5,4,4
155,GPT4,R1,5,5,5,5,5
155,GPT4,R3,5,5,5,5,5
155,GPT4,R2,5,5,5,5,5
155,Llama,R1,5,5,5,5,5
155,Llama,R3,5,5,5,5,5
155,Llama,R2,5,3,5,5,5
156,GPT35,R1,5,5,5,5,5
156,GPT35,R3,5,5,5,5,5
156,GPT35,R2,5,5,5,5,5
156,GPT4,R1,5,5,5,5,4
156,GPT4,R3,5,5,5,2,5
156,GPT4,R2,5,5,5,4,4
156,Llama,R1,5,5,5,5,5
156,Llama,R3,5,5,5,5,5
156,Llama,R2,5,5,5,4,5
157,GPT35,R1,5,5,5,5,5
157,GPT35,R3,5,5,5,5,5
157,GPT35,R2,5,5,5,5,5
157,GPT4,R1,5,5,5,5,4
157,GPT4,R3,5,5,5,5,5
157,GPT4,R2,5,5,5,5,5
157,Llama,R1,5,5,5,5,5
157,Llama,R3,5,5,5,5,5
157,Llama,R2,5,5,5,5,5
158,GPT35,R1,5,5,5,5,5
158,GPT35,R3,5,5,5,5,5
158,GPT35,R2,5,5,5,5,5
158,GPT4,R1,5,5,5,5,4
158,GPT4,R3,5,5,5,5,3
